"cik_str","ticker","title"
1411165,"TLGN","Ever Harvest International Group Inc."
1371128,"NEWH","NewHydrogen, Inc."
319016,"FZMD","Fuse Medical, Inc."
1403870,"GARWF","Golden Arrow Resources Corp"
1544227,"TPST","Tempest Therapeutics, Inc."
1035354,"ELOX","Eloxx Pharmaceuticals, Inc."
1491487,"TKAT","Takung Art Co., Ltd"
1406434,"PCST","PURE CAPITAL SOLUTIONS, INC."
1128189,"PKTX","ProtoKinetix, Inc."
1651721,"GIPR","GENERATION INCOME PROPERTIES, INC."
1584831,"OXBR","OXBRIDGE RE HOLDINGS Ltd"
1468679,"CRYO","AMERICAN CRYOSTEM Corp"
1464165,"BETRF","BetterLife Pharma Inc."
1275477,"BMNM","BIMINI CAPITAL MANAGEMENT, INC."
1551693,"SIEN","Sientra, Inc."
1138476,"PFHO","PACIFIC HEALTH CARE ORGANIZATION INC"
1827401,"DRUG","BRIGHT MINDS BIOSCIENCES INC."
1702318,"AHG","Akso Health Group"
922247,"CYTH","Cyclo Therapeutics, Inc."
1781405,"ODII","Odyssey Semiconductor Technologies, Inc."
1714562,"GAME","Engine Gaming & Media, Inc."
1452965,"UTRS","MINERVA SURGICAL INC"
1081745,"INLX","INTELLINETICS, INC."
1376804,"VNUE","VNUE, Inc."
1021096,"TRKA","Troika Media Group, Inc."
1600132,"BLPH","Bellerophon Therapeutics, Inc."
1444307,"ONCS","ONCOSEC MEDICAL Inc"
1196298,"NEPH","NEPHROS INC"
1640384,"LMFA","LM FUNDING AMERICA, INC."
1611831,"CDELF","CANDELARIA MINING CORP."
1563227,"SPUP","Sipup Corp"
1505497,"BRTX","BioRestorative Therapies, Inc."
1648960,"DATS","DatChat, Inc."
1790665,"GNRS","Greenrose Holding Co Inc."
1333822,"LEDS","SemiLEDs Corp"
1715611,"BMMJ","BODY & MIND INC."
943184,"EVK","Ever-Glory International Group, Inc."
1733298,"QTT","Qutoutiao Inc."
875355,"ISIG","INSIGNIA SYSTEMS INC/MN"
1326706,"NAOV","NanoVibronix, Inc."
1450894,"IAALF","IBC Advanced Alloys Corp."
1467761,"MINM","MINIM, INC."
1061069,"AWX","AVALON HOLDINGS CORP"
1603793,"NRIS","Norris Industries, Inc."
1530766,"BSGM","BioSig Technologies, Inc."
1785345,"LABP","Landos Biopharma, Inc."
1133818,"BPTH","BIO-PATH HOLDINGS INC"
1816815,"BON","Bon Natural Life Ltd"
66496,"MMTRS","MILLS MUSIC TRUST"
1729214,"XRTX","XORTX Therapeutics Inc."
1166708,"BWMG","Brownie's Marine Group, Inc"
1394108,"SUIC","Sino United Worldwide Consolidated Ltd."
912764,"KSBI","KS BANCORP INC"
1652350,"RWRDP","iConsumer Corp."
1716770,"WAFU","Wah Fu Education Group Ltd"
1300781,"ENMI","DH ENCHANTMENT, INC."
1261249,"AGRX","AGILE THERAPEUTICS INC"
870826,"IMBI","iMedia Brands, Inc."
1664127,"ALTD","ALTITUDE INTERNATIONAL HOLDINGS, INC."
922521,"FALC","FALCONSTOR SOFTWARE INC"
1680139,"HLYK","HealthLynked Corp"
723269,"IRNS","IRONSTONE PROPERTIES, INC."
1314196,"OLB","OLB GROUP, INC."
1022899,"PTIX","Protagenic Therapeutics, Inc.\new"
889608,"HRBK","HARBOR BANKSHARES CORP"
1798270,"IONM","Assure Holdings Corp."
1837493,"IINN","Inspira Technologies OXY B.H.N. Ltd"
1304409,"AHNR","ATHENA GOLD CORP"
867665,"AXAS","ABRAXAS PETROLEUM CORP"
725394,"DFCO","DALRADA FINANCIAL CORP"
1487198,"ASPU","ASPEN GROUP, INC."
1672572,"LNBY","Landbay Inc"
1552670,"TAOP","Taoping Inc."
1739174,"PHGE","BiomX Inc."
1279620,"ZDPY","Zoned Properties, Inc."
1617669,"UFAB","Unique Fabricating, Inc."
1565146,"GULTU","Gulf Coast Ultra Deep Royalty Trust"
1689382,"TLLYF","Trilogy International Partners Inc."
1643154,"ITHUF","iANTHUS CAPITAL HOLDINGS, INC."
1075880,"KZIA","KAZIA THERAPEUTICS LTD"
1878835,"VGFC","Very Good Food Co Inc."
1537561,"ARTH","Arch Therapeutics, Inc."
1706145,"TGIFF","1933 Industries Inc."
910267,"TTNP","TITAN PHARMACEUTICALS INC"
7623,"ARTW","ARTS WAY MANUFACTURING CO INC"
1599407,"EFSH","1847 Holdings LLC"
1369290,"MYO","MYOMO, INC."
1642159,"SIGY","Sigyn Therapeutics, Inc."
812152,"RDGA","RIDGEFIELD ACQUISITION CORP"
1815903,"PTPI","Petros Pharmaceuticals, Inc."
1104038,"VRME","VerifyMe, Inc."
1797336,"AYLA","Ayala Pharmaceuticals, Inc."
1438943,"MLCT","MALACHITE INNOVATIONS, INC."
1009922,"NSFDF","NXT Energy Solutions Inc."
1602143,"TCNT","TOUCAN INTERACTIVE CORP"
1638911,"USDR","UAS Drone Corp."
1510518,"GFOO","Genufood Energy Enzymes Corp."
1293310,"HGEN","HUMANIGEN, INC"
1618500,"MDGS","Medigus Ltd."
1723980,"SXTC","China SXT Pharmaceuticals, Inc."
1029744,"SOFO","SONIC FOUNDRY INC"
1487091,"QWTR","Quest Water Global, Inc."
1718500,"RVIV","Reviv3 Procare Co"
1624985,"XNDA","Tribal Rides International Corp."
1494558,"AMBO","Ambow Education Holding Ltd."
1783036,"NLSP","NLS Pharmaceutics Ltd."
1307579,"LIQT","LIQTECH INTERNATIONAL INC"
1701756,"GRIL","Muscle Maker, Inc."
1419793,"OCLN","ORIGINCLEAR, INC."
1358403,"BLCM","BELLICUM PHARMACEUTICALS, INC"
1574232,"ADXN","Addex Therapeutics Ltd."
1593184,"FDIT","FINDIT, INC."
1110607,"DPDW","Deep Down, Inc."
939930,"PYYX","PYXUS INTERNATIONAL, INC."
830656,"PBIO","PRESSURE BIOSCIENCES INC"
1495584,"SVVC","Firsthand Technology Value Fund, Inc."
1448324,"CFIC","Cornerstone Financial Corp"
1593001,"NGTF","NightFood Holdings, Inc."
1681682,"NDRA","ENDRA Life Sciences Inc."
1376231,"VPRB","VPR Brands, LP."
1165320,"GBLX","GB SCIENCES INC"
1813191,"AUCUF","Inflection Resources Ltd."
1064722,"GMPW","GIVEMEPOWER CORP"
1421289,"LVVV","LiveWire Ergogenics, Inc."
758743,"VIDE","VIDEO DISPLAY CORP"
1595353,"GLMD","Galmed Pharmaceuticals Ltd."
1021435,"HPTO","hopTo Inc."
1681348,"VVPR","VivoPower International PLC"
312257,"IVFH","INNOVATIVE FOOD HOLDINGS INC"
1603207,"VBLT","Vascular Biogenics Ltd."
1462223,"RCRT","Recruiter.com Group, Inc."
1026785,"HIHO","HIGHWAY HOLDINGS LTD"
1586495,"LTES","Leet Technology Inc."
1133519,"MCUJF","MEDICURE INC"
1092662,"CEMI","CHEMBIO DIAGNOSTICS, INC."
1173281,"NBSE","NeuBase Therapeutics, Inc."
1343465,"SNPW","Sun Pacific Holding Corp."
1161582,"PHOT","GROWLIFE, INC."
1888014,"AKAN","AKANDA CORP."
1493137,"LCTC","Lifeloc Technologies, Inc"
1280396,"VTNA","VetaNova Inc."
1300734,"SISI","SHINECO, INC."
1084267,"MOBQ","Mobiquity Technologies, Inc."
1726744,"EXNN","EXENT CORP."
1083922,"ARAO","AuraSource, Inc."
1570937,"ATAO","ALTAIR INTERNATIONAL CORP."
1119643,"NPHC","NUTRA PHARMA CORP"
1513525,"ADIL","ADIAL PHARMACEUTICALS, INC."
1213660,"BIMI","BIMI International Medical Inc."
1653821,"CENBF","CEN BIOTECH INC"
1726711,"ADTX","Aditxt, Inc."
1473287,"SSCR","SMSA CRANE ACQUISITION CORP."
1136174,"OTRK","Ontrak, Inc."
1754323,"PBTS","Powerbridge Technologies Co., Ltd."
1786182,"FHS","First High-School Education Group Co., Ltd."
1424864,"RYES","Rise Gold Corp."
1816906,"GMGT","Gaming Technologies, Inc."
1108630,"LIVC","Live Current Media Inc."
102109,"UUU","UNIVERSAL SECURITY INSTRUMENTS INC"
1632081,"HWIN","MAKAMER HOLDINGS, INC."
1514946,"AXIM","AXIM BIOTECHNOLOGIES, INC."
1000298,"IMH","IMPAC MORTGAGE HOLDINGS INC"
1821175,"MSGM","Motorsport Games Inc."
1635077,"ACON","Aclarion, Inc."
1533040,"PHIO","Phio Pharmaceuticals Corp."
1468929,"NXGL","NEXGEL, INC."
100716,"UNAM","UNICO AMERICAN CORP"
1045942,"TRCK","Track Group, Inc."
1413909,"DSGT","DSG Global Inc."
1433607,"NSPR","InspireMD, Inc."
810509,"NAVB","NAVIDEA BIOPHARMACEUTICALS, INC."
1527762,"MFH","Mercurity Fintech Holding Inc."
1547521,"ENGA","Engage Mobility, Inc."
1415744,"NMEX","NORTHERN MINERALS & EXPLORATION LTD."
1839285,"HCTI","Healthcare Triangle, Inc."
1088638,"MMND","MASTERMIND, INC."
1469443,"RKDA","Arcadia Biosciences, Inc."
1103310,"ICCO","INTERCARE DX INC"
96885,"TIKK","TEL INSTRUMENT ELECTRONICS CORP"
1026662,"CLWT","EURO TECH HOLDINGS CO LTD"
819689,"MICR","MICRON SOLUTIONS INC /DE/"
1747661,"ADD","Color Star Technology Co., Ltd."
1080319,"ELYS","Elys Game Technology, Corp."
1829635,"RNAZ","Transcode Therapeutics, Inc."
720875,"DYNT","DYNATRONICS CORP"
1293818,"OPGN","OPGEN INC"
1657214,"ILAL","International Land Alliance Inc."
836564,"CPMV","Mosaic ImmunoEngineering Inc."
773717,"ACRG","American Clean Resources Group, Inc."
1062128,"ATMS","Artemis Therapeutics, Inc."
1356093,"CREX","CREATIVE REALITIES, INC."
1138978,"NVOS","Novo Integrated Sciences, Inc."
1543268,"BTB","Bit Brother Ltd"
746210,"OBLG","Oblong, Inc."
1861522,"PIK","KIDPIK CORP."
1668987,"FDMSF","FANDOM SPORTS MEDIA CORP."
1460702,"QLGN","Qualigen Therapeutics, Inc."
1103090,"RSCF","REFLECT SCIENTIFIC, INC."
1563298,"EAWD","Energy & Water Development Corp"
926423,"MIND","MIND TECHNOLOGY, INC"
1711012,"AIHS","Senmiao Technology Ltd"
1178697,"SONM","SONIM TECHNOLOGIES INC"
1691077,"YAYO","EVmo, Inc."
1677522,"BKTPF","CRUZ BATTERY METALS CORP."
1684688,"JUPGF","Jupiter Gold Corp"
1726286,"SODE","SOCIAL DETENTION INC."
1377167,"FGCO","Financial Gravity Companies, Inc."
1054102,"IDXG","INTERPACE BIOSCIENCES, INC."
894556,"GEVI","General Enterprise Ventures, Inc."
1480313,"SMREF","SUN SUMMIT MINERALS CORP."
1023549,"XTLB","XTL BIOPHARMACEUTICALS LTD"
1068897,"FXBY","FOXBY CORP."
1341726,"GSPE","GULFSLOPE ENERGY, INC."
1833371,"PSYBF","PSYBIO THERAPEUTICS FINANCING INC."
743758,"AIAD","AiAdvertising, Inc."
1674227,"WORX","SCWorx Corp."
1335105,"LIXT","LIXTE BIOTECHNOLOGY HOLDINGS, INC."
1580110,"LBCMF","Libero Copper & Gold Corp"
1501862,"EPGG","Empire Global Gaming, Inc."
1122993,"BMXI","BROOKMOUNT EXPLORATIONS INC"
1614556,"STAL","Star Alliance International Corp."
1138724,"GAHC","Global Arena Holding, Inc."
768710,"RELV","RELIV INTERNATIONAL INC"
1807387,"BCCEF","BacTech Environmental Corp"
1417664,"VEII","Value Exchange International, Inc."
1095981,"PSTV","PLUS THERAPEUTICS, INC."
1426506,"SMGI","SMG Industries Inc."
1499961,"MULN","MULLEN AUTOMOTIVE INC."
1563463,"NLBS","NUTRALIFE BIOSCIENCES, INC"
1782627,"WBEV","Winc, Inc."
1706588,"RYTTF","Royalty North Partners Ltd."
1567900,"BLBX","BLACKBOXSTOCKS INC."
1609258,"PTCO","PetroGas Co"
1376793,"CVAT","Cavitation Technologies, Inc."
1812727,"RELI","Reliance Global Group, Inc."
1768946,"BPTS","Biophytis SA"
1365357,"ZZLL","ZZLL INFORMATION TECHNOLOGY, INC"
1689084,"QRON","Qrons Inc."
1588084,"TANH","TANTECH HOLDINGS LTD"
730349,"TOFB","TOFUTTI BRANDS INC"
1591913,"IPSI","Innovative Payment Solutions, Inc."
1438461,"ELRE","Yinfu Gold Corp."
1346022,"ENRT","Enertopia Corp."
707388,"STRR","STAR EQUITY HOLDINGS, INC."
1382574,"MEDS","TRxADE HEALTH, INC"
1626556,"AMCT","AMERICAN EDUCATION CENTER, INC."
105744,"GBR","New Concept Energy, Inc."
1399352,"WARM","COOL TECHNOLOGIES, INC."
1736865,"DVLP","Golden Developing Solutions, Inc."
1362516,"CLRI","Cleartronic, Inc."
1508348,"ACAN","AmeriCann, Inc."
1527613,"NUZE","NuZee, Inc."
1099132,"MHTX","MANHATTAN SCIENTIFICS INC"
709005,"NROM","NOBLE ROMANS INC"
1873835,"IMMX","Immix Biopharma, Inc."
1585608,"JAGX","Jaguar Health, Inc."
1692068,"TPPM","Yotta Global, Inc."
1025771,"WHLT","CHASE PACKAGING CORP"
1672571,"ACHN","Achison Inc"
1759352,"CGOLF","Contact Gold Corp."
1008112,"WEGYF","WESTBRIDGE ENERGY CORP."
1755101,"ALDS","APPlife Digital Solutions Inc"
1142801,"AMSU","AMANASU ENVIRONMENT CORP"
1680962,"WGMCF","WINSTON GOLD CORP."
1668438,"IMTE","Integrated Media Technology Ltd"
1517498,"EWLU","Merion, Inc."
1069680,"HHSE","Hannover House, Inc."
1410187,"CNNC","Cannonau Corp."
850971,"FJHL","Fovea Jewelry Holdings Ltd."
1729089,"PHCF","Puhui Wealth Investment Management Co., Ltd."
1514443,"AGSS","AMERIGUARD SECURITY SERVICES, INC."
1442492,"LRDC","Laredo Oil, Inc."
1291855,"SPCB","SuperCom Ltd"
930775,"ECIA","ENCISION INC"
1133192,"VPER","VIPER NETWORKS INC"
1792554,"EQMEF","Equity Metals Corp"
1603519,"ALXEF","ALX RESOURCES CORP."
1144216,"CGEI","CGE ENERGY, INC."
1788841,"HLBZ","Helbiz, Inc."
1092570,"FULO","FULLNET COMMUNICATIONS INC"
1662382,"BRSF","BRAIN SCIENTIFIC INC."
1688126,"CRCW","Crypto Co"
1673475,"GPOX","GPO Plus, Inc."
1588837,"LMRMF","Lomiko Metals Inc."
879682,"VIVE","VIVEVE MEDICAL, INC."
1190370,"IVDN","INNOVATIVE DESIGNS INC"
1561880,"LEAI","Legacy Education Alliance, Inc."
1088005,"NXMR","NextMart Inc."
1807166,"AMST","Amesite Inc."
1467913,"RNWR","808 RENEWABLE ENERGY CORP"
1478069,"CFRX","CONTRAFECT Corp"
1605888,"SQL","SeqLL, Inc."
1377149,"CRVW","CareView Communications Inc"
1309057,"CHHE","China Health Industries Holdings, Inc."
96793,"SSY","SUNLINK HEALTH SYSTEMS INC"
1324736,"HENC","Hero Technologies Inc."
1682149,"WISA","WISA TECHNOLOGIES, INC."
1123596,"BABB","BAB, INC."
1641398,"CCNC","Code Chain New Continent Ltd"
862861,"JAN","JanOne Inc."
1639068,"HBUV","Hubilu Venture Corp"
1806904,"EZGO","EZGO Technologies Ltd."
1072772,"TMBXF","TOMBSTONE EXPLORATION CORP"
1518353,"EVGDF","ELEVATION GOLD MINING Corp"
1304077,"FMNJ","Franklin Mining, Inc."
1584693,"HITC","Healthcare Integrated Technologies Inc."
1106644,"CPHI","CHINA PHARMA HOLDINGS, INC."
1658521,"MTPP","MOUNTAIN TOP PROPERTIES, INC."
832489,"GOVX","GeoVax Labs, Inc."
1282980,"NVNT","NOVINT TECHNOLOGIES INC"
1367083,"SNOA","Sonoma Pharmaceuticals, Inc."
99106,"TNLX","TRANS LUX Corp"
1499494,"DXF","Dunxin Financial Holdings Ltd"
1263364,"GTVI","Joway Health Industries Group Inc"
1031093,"SVBL","SILVER BULL RESOURCES, INC."
1084475,"NIHK","Video River Networks, Inc."
1867589,"RWGI","Rodedawg International Industries, Inc."
1520118,"INTV","INTEGRATED VENTURES, INC."
1729427,"CNSP","CNS Pharmaceuticals, Inc."
1486297,"AFDG","Earn-A-Car Inc."
1697834,"STMH","Stem Holdings, Inc."
1411906,"AMPE","Ampio Pharmaceuticals, Inc."
1284454,"YBCN","Yong Bai Chao New Retail Corp"
1801834,"PRFX","PAINREFORM LTD."
1454263,"SZLSF","STAGEZERO LIFE SCIENCES LTD."
1534525,"XBIO","Xenetic Biosciences, Inc."
1301713,"SHVLF","STARCORE INTERNATIONAL MINES LTD."
1049011,"KDCE","KID CASTLE EDUCATIONAL CORP"
730669,"FCIC","FCCC INC"
1205181,"GPFT","Grapefruit USA, Inc"
1424657,"CUEN","Cuentas Inc."
1443611,"SING","SinglePoint Inc."
1705843,"CLXT","Calyxt, Inc."
1585380,"INKW","Greene Concepts, Inc"
874710,"AHPI","ALLIED HEALTHCARE PRODUCTS INC"
1579026,"TOWTF","TOWER ONE WIRELESS CORP."
849401,"ADMT","ADM TRONICS UNLIMITED, INC."
1853816,"DRMA","Dermata Therapeutics, Inc."
1128281,"SKAS","Saker Aviation Services, Inc."
1409680,"MLRKF","Millrock Resources Inc"
1346917,"GNTOF","GENTOR RESOURCES INC."
1358656,"MILC","Millennium Sustainable Ventures Corp."
1543066,"EZRG","EZRaider Co."
1493566,"OTIC","OTONOMY, INC."
1776048,"AMMX","Ameramex International Inc"
823546,"RKFL","ROCKETFUEL BLOCKCHAIN, INC."
1816172,"JZXN","Jiuzi Holdings, Inc."
1410172,"RBCN","Rubicon Technology, Inc."
1622244,"OWPC","One World Products, Inc."
1375195,"CRTG","CORETEC GROUP INC."
1178727,"COMS","COMSovereign Holding Corp."
1156784,"COWI","CarbonMeta Technologies, Inc."
1515251,"SIXWF","SIXTH WAVE INNOVATIONS INC."
1042187,"CTIB","Yunhong CTI Ltd."
1099369,"DSNY","DESTINY MEDIA TECHNOLOGIES INC"
1759186,"COEP","Coeptis Therapeutics Holdings, Inc."
719274,"GIGA","GIGA TRONICS INC"
1642178,"AGNPF","Algernon Pharmaceuticals Inc."
1062506,"ALDA","ATLANTICA INC"
1498382,"KTRA","Kintara Therapeutics, Inc."
1485029,"NAHD","New Asia Holdings, Inc."
20639,"ABCP","AmBase Corp"
1119897,"PCTL","PCT LTD"
946486,"WINT","WINDTREE THERAPEUTICS INC /DE/"
1576197,"SENR","Strategic Environmental & Energy Resources, Inc."
1499684,"QIAN","Qiansui International Group Co. Ltd."
1531266,"ELIO","Elio Motors, Inc."
1737193,"LDSN","Luduson G Inc."
1534708,"EAST","Eastside Distilling, Inc."
66600,"MMMM","Quad M Solutions, Inc."
1644488,"SHRG","SHARING SERVICES GLOBAL Corp"
1414767,"NCPL","Netcapital Inc."
1080448,"PGOL","PATRIOT GOLD CORP"
1385818,"AYTU","AYTU BIOPHARMA, INC"
1211805,"MYSZ","My Size, Inc."
884247,"YVR","Liquid Media Group Ltd."
1792581,"KRBP","Kiromic Biopharma, Inc."
1670869,"RMHB","Rocky Mountain High Brands, Inc."
1435064,"CETX","CEMTREX INC"
1406588,"MNGG","Mining Global, Inc."
1001601,"MGTI","MGT CAPITAL INVESTMENTS, INC."
1555746,"MNRLF","MINERAL MOUNTAIN RESOURCES LTD."
1516887,"WCUI","Wellness Center USA, Inc."
1470683,"AEHL","Antelope Enterprise Holdings Ltd"
1318641,"STAB","Statera Biopharma, Inc."
1004724,"RHE","REGIONAL HEALTH PROPERTIES, INC"
1804469,"GFAI","Guardforce AI Co., Ltd."
1789192,"SVFD","Save Foods Inc."
1468978,"SITS","SOUTHERN ITS INTERNATIONAL, INC."
884363,"FNAM","EVOLUTIONARY GENOMICS, INC."
1427570,"RSLS","ReShape Lifesciences Inc."
924515,"GTHP","GUIDED THERAPEUTICS INC"
1094084,"TKOI","TELKONET INC"
1358654,"RMESF","RED METAL RESOURCES, LTD."
945617,"AMMJ","American Cannabis Company, Inc."
912544,"NSTM","NovelStem International Corp."
1642375,"GHSI","Guardion Health Sciences, Inc."
1420108,"GLUC","Glucose Health, Inc."
1389545,"NBY","NovaBay Pharmaceuticals, Inc."
1868079,"PMEDF","Predictmedix Inc."
1305323,"ZVO","Zovio Inc"
1061164,"PGID","PEREGRINE INDUSTRIES INC"
1282847,"TDCB","THIRD CENTURY BANCORP"
1860657,"ALLR","Allarity Therapeutics, Inc."
1603345,"AGTX","Agentix Corp."
1473334,"NVFY","Nova Lifestyle, Inc."
1551206,"HGLD","Patagonia Gold Corp."
922612,"SMIT","SCHMITT INDUSTRIES INC"
1694617,"ROYL","Royale Energy, Inc."
1039466,"XSNX","NovAccess Global Inc."
1510964,"CVSI","CV Sciences, Inc."
1716324,"RGMP","Regnum Corp."
1454742,"GMER","GOOD GAMING, INC."
1803096,"STRG","STARGUIDE GROUP, INC."
1421642,"MSCLF","Satellos Bioscience Inc."
711034,"THMG","THUNDER MOUNTAIN GOLD INC"
1474558,"KATX","KAT EXPLORATION, INC."
1543623,"UCLE","US NUCLEAR CORP."
1169987,"HTGM","HTG MOLECULAR DIAGNOSTICS, INC"
1745846,"BDREX","Broadstone Real Estate Access Fund"
1324759,"HGYN","HONG YUAN HOLDING GROUP"
1572386,"GWTI","GREENWAY TECHNOLOGIES INC"
1504167,"TMBR","Timber Pharmaceuticals, Inc."
1723047,"VAUCF","Viva Gold Corp."
1100397,"ADXS","Advaxis, Inc."
1546383,"LLL","JX Luxventure Ltd"
1493712,"CMXC","Cell MedX Corp."
1389034,"KALO","Kallo Inc."
814926,"CAPC","CAPSTONE COMPANIES, INC."
1549631,"QURT","Quarta-Rad, Inc."
1510832,"BOPO","Biopower Operations Corp"
1338929,"GFTX","Global Fiber Technologies, Inc."
1627469,"PTZH","Photozou Holdings, Inc."
1662574,"GROM","Grom Social Enterprises, Inc."
1643721,"LBUY","LEAFBUYER TECHNOLOGIES, INC."
724445,"BZYR","BURZYNSKI RESEARCH INSTITUTE INC"
1028357,"BITTF","BITTERROOT RESOURCES LTD"
1656501,"BWMY","BorrowMoney.com, Inc."
1761696,"CRKN","Crown Electrokinetics Corp."
1922639,"OILCF","Permex Petroleum Corp"
1802546,"KGKG","KONA GOLD BEVERAGE, INC."
1389067,"TTCM","TAUTACHROME INC."
1419554,"BBLG","Bone Biologics Corp"
822411,"IMUC","ImmunoCellular Therapeutics, Ltd."
1651166,"GSBX","Golden State Bancorp"
1437517,"CLOQ","CYBERLOQ TECHNOLOGIES, INC."
1386049,"BYOC","Beyond Commerce, Inc."
1415684,"MSLP","MusclePharm Corp"
1528308,"IINX","IONIX TECHNOLOGY, INC."
1066130,"FEMFF","First Energy Metals Ltd"
873612,"ABNAF","Aben Resources Ltd."
1883898,"STUPF","Straightup Resources Inc"
786947,"ACUR","ACURA PHARMACEUTICALS, INC"
1081188,"GEGP","GOLD ENTERTAINMENT GROUP INC"
1668082,"BYLG","BYLOG GROUP CORP."
1749849,"OGAA","Organic Agricultural Co Ltd"
1745078,"VYND","Vynleads, Inc."
1481443,"TCRI","TechCom, Inc."
1456802,"CCOB","Century Cobalt Corp."
1474835,"IPCIF","Intellipharmaceutics International Inc."
822746,"IFNY","AMERICAN NOBLE GAS, INC."
1061612,"JPOTF","Jackpot Digital Inc."
1586554,"CBDY","Target Group Inc."
88000,"SLGD","Scott's Liquid Gold - Inc."
1652958,"FWAV","Edgemode, Inc."
1555972,"STCC","STERLING CONSOLIDATED Corp"
1089297,"NVGT","NOVAGANT CORP"
1825270,"MKGP","Maverick Energy Group, Ltd."
1763660,"SEAV","SEATech Ventures Corp."
1132509,"NNAX","New Momentum Corp."
1424768,"VYCO","VYCOR MEDICAL INC"
1445175,"LTGJ","Xiamen Lutong International Travel Agency Co., Ltd."
1593549,"NUGN","Livento Group, Inc."
1611852,"RAHGF","Roan Holdings Group Co., Ltd."
1102942,"VMCS","InnovaQor, Inc."
1605481,"NGLD","Nevada Canyon Gold Corp."
1187953,"CELZ","CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC."
1604930,"LCLP","Life Clips, Inc."
1602813,"FRTG","FRONTERA GROUP INC."
1024095,"CDJM","Carnegie Development, Inc"
1308027,"VYST","Vystar Corp"
1002771,"IGPK","Integrated Cannabis Solutions, Inc."
867028,"FOMC","FOMO CORP."
1284237,"ABCFF","ABACUS MINING & EXPLORATION CORP"
1580490,"IONI","I-ON Digital Corp."
1818844,"VIRI","Virios Therapeutics, Inc."
1353499,"MAXD","Max Sound Corp"
90391,"SILS","SILVER SCOTT MINES INC"
892832,"SDON","SANDSTON CORP"
1421636,"CBNT","C-Bond Systems, Inc"
1435181,"PHBI","Pharmagreen Biotech Inc."
1205059,"REPCF","REPLICEL LIFE SCIENCES INC."
829325,"SPYR","SPYR, Inc."
1701963,"VS","Versus Systems Inc."
1393540,"IGEN","IGEN NETWORKS CORP"
1384066,"BMCS","BMCS SUMCOIN INDEX FUND, INC."
1641751,"BBRW","BrewBilt Manufacturing Inc."
1691936,"SNAX","STRYVE FOODS, INC."
1128353,"ETCK","ENERTECK CORP"
1639142,"PLRTF","Plymouth Rock Technologies Inc."
1409036,"TARSF","Alianza Minerals Ltd."
1451448,"GMBL","ESPORTS ENTERTAINMENT GROUP, INC."
720762,"NIMU","NON INVASIVE MONITORING SYSTEMS INC /FL/"
1409197,"BSPK","Bespoke Extracts, Inc."
1388319,"USRM","U.S. Stem Cell, Inc."
1557798,"CIIT","Tianci International, Inc."
1279715,"IWSH","Wright Investors Service Holdings, Inc."
1500620,"BGAVF","Bravada Gold Corp"
1566243,"ARAT","Arax Holdings Corp"
1138867,"EESH","EESTech, Inc."
841533,"SRMX","SADDLE RANCH MEDIA, INC."
812306,"PCYN","PROCYON CORP"
1335288,"REOS","ReoStar Energy CORP"
1164256,"DBRM","DAYBREAK OIL & GAS, INC."
891417,"NMGX","Nano Magic Holdings Inc."
795212,"KSPN","Kaspien Holdings Inc."
836937,"UPDC","UPD HOLDING CORP."
1490054,"VBHI","VERDE BIO HOLDINGS, INC."
1611746,"SPRC","SciSparc Ltd."
1651992,"ASFT","Appsoft Technologies, Inc."
1473086,"OXBC","Oxford Bank Corp"
34956,"TENX","TENAX THERAPEUTICS, INC."
884650,"IMCI","INFINITE GROUP INC"
1016708,"RCAR","RenovaCare, Inc."
919175,"SGMD","Sugarmade, Inc."
924168,"EFOI","ENERGY FOCUS, INC/DE"
1819074,"PTNYF","ParcelPal Logistics Inc."
1515317,"MAGE","MAGELLAN GOLD Corp"
1506492,"NUWE","Nuwellis, Inc."
1100779,"MLMN","Millennium Prime, Inc."
1507713,"AUNFF","Aurcana Silver Corp"
1083468,"EARI","ENTERTAINMENT ARTS RESEARCH, INC."
1625288,"NXEN","NEXIEN BIOPHARMA, INC."
1725911,"GDMK","Global Diversified Marketing Group Inc."
825322,"XDSL","MPHASE TECHNOLOGIES, INC."
1269026,"SINT","Sintx Technologies, Inc."
1444839,"BRVO","Bravo Multinational Inc."
1524872,"TNRG","Thunder Energies Corp"
1502152,"GSTC","GlobeStar Therapeutics Corp"
1323838,"DXIEF","DXI Energy Inc."
1763329,"TPIA","Mycotopia Therapies, Inc."
858043,"CMDRF","COMMANDER RESOURCES LTD"
1789330,"MJHI","MJ Harvest, Inc."
1525306,"FSTJ","First America Resources Corp"
1467505,"PRRY","Planet Resource Recovery, Inc."
897078,"KOAN","Resonate Blends, Inc."
6494,"ANDR","ANDREA ELECTRONICS CORP"
1084551,"CRDV","Community Redevelopment Inc."
1414953,"MOJO","EQUATOR Beverage Co"
1355790,"ISCO","International Stem Cell CORP"
806592,"SUWN","SUNWIN STEVIA INTERNATIONAL, INC."
1489588,"HBIS","Home Bistro, Inc. /NV/"
1487718,"BOXS","BOXSCORE BRANDS, INC."
1538495,"ETST","Earth Science Tech, Inc."
1609988,"FLCX","flooidCX Corp."
1068689,"ATDS","Data443 Risk Mitigation, Inc."
1398713,"NVDEF","NEVADA EXPLORATION INC"
1437750,"TRXA","T-REX Acquisition Corp."
